event_id,run_id,environment,condition,objective_status,arm,control_index,control_row_id,control_step,control_message_index,control_token_index,control_generated_position,control_full_position,control_token_id,control_token,match_tier,scope,lexical_match,coverage_distance,phase_distance,reused_across_events,control_window_tokens,full_control_window,pre,post,delta,baseline,peak,peak_response,trough,trough_response,anchor,raw_pre,raw_post,raw_delta,raw_baseline,raw_peak,raw_peak_response,raw_trough,raw_trough_response,raw_anchor
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,1,11878,8,0,121,124,1566,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.03692283364958887,False,41,True,0.1510688565762856,-0.3524461174519562,-0.5035149740282419,0.43251241166750004,1.3817242328117367,0.9492118211442366,-0.9477405777731334,-1.3802529894406335,0.3067037743803608,212.870751953125,171.7087116241455,-41.16204032897949,235.87858997691762,313.47607421875,77.59748424183238,123.04375457763672,-112.8348353992809,225.59381103515625
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,2,11855,8,0,98,101,1543,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.055819101834282125,False,41,True,0.42759654866648517,-0.06683822050884403,-0.4944347691753292,-0.2553107988639892,1.278248521646432,1.5335593205104212,-0.9969313630484448,-0.7416205641844555,1.278248521646432,235.47672119140626,195.05698204040527,-40.41973915100098,179.64946434714577,305.0169982910156,125.36753394386986,119.0224380493164,-60.62702629782936,305.0169982910156
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,3,11894,8,0,137,140,1582,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.10143896268184688,False,41,True,-0.014986893746608703,0.6315977016626098,0.6465845954092184,-0.2477745676711178,1.8322798037012926,2.0800543713724102,-1.1746631516942625,-0.9268885840231447,0.9472772110694858,199.2957962036133,252.15369033813477,52.85789413452147,180.26554662531072,350.3087158203125,170.04316919500178,104.49297332763672,-75.772573297674,277.9602966308594
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,4,11837,8,0,80,83,1525,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.12839974699557244,False,41,True,0.10017448704953787,0.7733293038569079,0.67315481680737,-0.5082151027737957,1.9748365999325799,2.4830517027063754,-1.6216450593781648,-1.113429956604369,1.3254818742445427,208.71016845703124,263.74016189575195,55.02999343872071,158.97469260475853,361.962646484375,202.98795387961647,67.95247650146484,-91.02221610329369,308.8782958984375
impossiblebench__binary_no_rules__s92345__step_03__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,5,11920,8,0,163,166,1608,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.20627767235926625,False,41,True,1.1790536282057897,0.26221254474027034,-0.9168410834655194,0.0012009949116821698,2.1300891772106727,2.1288881822989905,-0.5433754344236295,-0.5445764293353116,1.1854400439608672,296.9078765869141,221.95668029785156,-74.95119628906252,200.61914617365056,374.6544494628906,174.03530328924006,156.10035705566406,-44.5187891179865,297.4299621582031
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,1,11502,4,0,41,44,887,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,0.8176502787719399,,,1.1596723061367682,,,,,0.41804390116975804,46.78309631347656,,,55.09498492154208,,,,,37.071781158447266
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,2,11256,3,0,51,54,592,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,1.4178092632194634,,,1.4557045416490146,,,,,0.20995485777368025,61.368281555175784,,,62.28922028975053,,,,,32.0147590637207
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,3,12005,8,0,248,251,1693,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,0.5545702867123368,,,0.07695777589468798,,,,,0.8365168776435312,40.38967304229736,,,28.78263703259555,,,,,47.24159622192383
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,4,11254,3,0,49,52,590,741,).,same_rollout_fine_class,same_rollout,fine_class,8,0.039215686274509776,False,23,False,2.2520617816904793,,,0.864966881314436,,,,,1.2175079640608708,81.64245529174805,,,47.93299397555265,,,,,56.500518798828125
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,5,12002,8,0,245,248,1690,13,.,same_rollout_exact_token,same_rollout,exact_token,9,0.012096774193548376,False,24,False,0.2502759203589632,0.760733031574412,0.5104571112154488,-0.29453089291104356,,,,,-0.14107277077089708,32.994649696350095,45.3998818397522,12.405232143402102,19.754644133827902,,,,,23.4840145111084
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,1,11502,4,0,41,44,887,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,1.3973606759260278,,,1.1495786767480756,,,,,-0.36909115006259224,-18.357571506500243,,,-25.4466928135265,,,,,-68.89631652832031
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,2,11256,3,0,51,54,592,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,0.7178336150189879,,,1.0220481663514567,,,,,-0.008034109027903974,-37.79905548095703,,,-29.095381021499634,,,,,-58.56636047363281
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,3,12005,8,0,248,251,1693,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,0.16938267423665004,,,-0.26594157120985923,,,,,-0.20954843272398413,-53.490410232543944,,,-65.94517447731711,,,,,-64.33174896240234
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,4,11254,3,0,49,52,590,741,).,same_rollout_fine_class,same_rollout,fine_class,8,0.039215686274509776,False,23,False,1.446517587212607,,,0.6637572184637137,,,,,0.02293699727582755,-16.951176738739015,,,-39.34619827703996,,,,,-57.680267333984375
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,5,12002,8,0,245,248,1690,13,.,same_rollout_exact_token,same_rollout,exact_token,9,0.012096774193548376,False,24,False,-0.2034330378914325,0.41241256900317,0.6158456068946025,-0.40134419188204934,,,,,-0.6644337232352792,-64.15678558349609,-46.53724813461304,17.61953744888305,-69.81908624822444,,,,,-77.34616088867188
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,1,11502,4,0,41,44,887,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,0.6846479816044532,,,0.9674121763433167,,,,,1.7027454317117283,256.4905181884766,,,279.60631769353694,,,,,339.7193603515625
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,2,11256,3,0,51,54,592,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,-0.3024950608078112,,,-0.7147477727706398,,,,,0.9538059685962458,175.79217987060548,,,142.09077349576083,,,,,278.4940185546875
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,3,12005,8,0,248,251,1693,13,.,same_rollout_exact_token,same_rollout,exact_token,6,0.0,False,21,False,-0.5716797952109363,,,-0.40157032902623596,,,,,0.714405624629262,153.78649291992187,,,167.69283745505592,,,,,258.9231872558594
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,4,11254,3,0,49,52,590,741,).,same_rollout_fine_class,same_rollout,fine_class,8,0.039215686274509776,False,23,False,-0.5121067399791314,,,-0.8220268239709386,,,,,0.3830156508030585,158.65655364990235,,,133.32077685269442,,,,,231.83226013183594
impossiblebench__binary_no_rules__s92345__step_05__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,5,12002,8,0,245,248,1690,13,.,same_rollout_exact_token,same_rollout,exact_token,9,0.012096774193548376,False,24,False,-0.45457632463508724,-0.08220787941758861,0.3723684452174986,-0.6554242780302953,,,,,0.3917269448316311,163.35962982177733,193.80052185058594,30.440892028808605,146.94043280861595,,,,,232.54440307617188
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,1,12005,8,0,248,251,1693,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,0.5545702867123368,,,0.07695777589468798,,,,,0.8365168776435312,40.38967304229736,,,28.78263703259555,,,,,47.24159622192383
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,2,11256,3,0,51,54,592,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,1.4178092632194634,,,1.4557045416490146,,,,,0.20995485777368025,61.368281555175784,,,62.28922028975053,,,,,32.0147590637207
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,3,11502,4,0,41,44,887,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,0.8176502787719399,,,1.1596723061367682,,,,,0.41804390116975804,46.78309631347656,,,55.09498492154208,,,,,37.071781158447266
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,4,11254,3,0,49,52,590,741,).,same_rollout_fine_class,same_rollout,fine_class,7,0.039215686274509776,True,23,False,2.2520617816904793,,,0.864966881314436,,,,,1.2175079640608708,81.64245529174805,,,47.93299397555265,,,,,56.500518798828125
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L17_SV28,5,12002,8,0,245,248,1690,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.012096774193548376,True,24,False,0.2502759203589632,0.760733031574412,0.5104571112154488,-0.29453089291104356,,,,,-0.14107277077089708,32.994649696350095,45.3998818397522,12.405232143402102,19.754644133827902,,,,,23.4840145111084
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,1,12005,8,0,248,251,1693,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,0.16938267423665004,,,-0.26594157120985923,,,,,-0.20954843272398413,-53.490410232543944,,,-65.94517447731711,,,,,-64.33174896240234
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,2,11256,3,0,51,54,592,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,0.7178336150189879,,,1.0220481663514567,,,,,-0.008034109027903974,-37.79905548095703,,,-29.095381021499634,,,,,-58.56636047363281
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,3,11502,4,0,41,44,887,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,1.3973606759260278,,,1.1495786767480756,,,,,-0.36909115006259224,-18.357571506500243,,,-25.4466928135265,,,,,-68.89631652832031
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,4,11254,3,0,49,52,590,741,).,same_rollout_fine_class,same_rollout,fine_class,7,0.039215686274509776,True,23,False,1.446517587212607,,,0.6637572184637137,,,,,0.02293699727582755,-16.951176738739015,,,-39.34619827703996,,,,,-57.680267333984375
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L18_SV30,5,12002,8,0,245,248,1690,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.012096774193548376,True,24,False,-0.2034330378914325,0.41241256900317,0.6158456068946025,-0.40134419188204934,,,,,-0.6644337232352792,-64.15678558349609,-46.53724813461304,17.61953744888305,-69.81908624822444,,,,,-77.34616088867188
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,1,12005,8,0,248,251,1693,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,-0.5716797952109363,,,-0.40157032902623596,,,,,0.714405624629262,153.78649291992187,,,167.69283745505592,,,,,258.9231872558594
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,2,11256,3,0,51,54,592,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,-0.3024950608078112,,,-0.7147477727706398,,,,,0.9538059685962458,175.79217987060548,,,142.09077349576083,,,,,278.4940185546875
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,3,11502,4,0,41,44,887,13,.,same_rollout_exact_token,same_rollout,exact_token,5,0.0,True,21,False,0.6846479816044532,,,0.9674121763433167,,,,,1.7027454317117283,256.4905181884766,,,279.60631769353694,,,,,339.7193603515625
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,4,11254,3,0,49,52,590,741,).,same_rollout_fine_class,same_rollout,fine_class,7,0.039215686274509776,True,23,False,-0.5121067399791314,,,-0.8220268239709386,,,,,0.3830156508030585,158.65655364990235,,,133.32077685269442,,,,,231.83226013183594
impossiblebench__binary_no_rules__s92345__step_07__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,correct,L22_SV32,5,12002,8,0,245,248,1690,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.012096774193548376,True,24,False,-0.45457632463508724,-0.08220787941758861,0.3723684452174986,-0.6554242780302953,,,,,0.3917269448316311,163.35962982177733,193.80052185058594,30.440892028808605,146.94043280861595,,,,,232.54440307617188
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L17_SV28,1,11932,8,0,175,178,1620,13,.,same_step_exact_token,same_step,exact_token,0,0.189516129032258,False,41,True,-0.5794118474875134,-0.25539612611343504,0.32401572137407836,-0.2595058901002701,0.4803598881159813,0.7398657782162514,-1.6381910668490882,-1.3786851767488182,0.14381800508292242,12.831409454345703,20.705705165863037,7.874295711517334,20.605828848752108,38.58619689941406,17.980368050661955,-12.89925765991211,-33.50508650866422,30.407487869262695
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L17_SV28,2,11920,8,0,163,166,1608,13,.,same_step_exact_token,same_step,exact_token,0,0.23790322580645162,True,41,True,-0.681863367274889,-0.18859544577706414,0.49326792149782495,-0.12031616821147101,0.575317933822242,0.6956341020337129,-1.6676731394324453,-1.5473569712209743,0.575317933822242,10.341611862182617,22.329108834266663,11.987496972084045,23.988445672121916,40.89388656616211,16.905440894040193,-13.615736961364746,-37.60418263348666,40.89388656616211
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L17_SV28,3,11894,8,0,137,140,1582,13,.,same_step_exact_token,same_step,exact_token,0,0.342741935483871,True,41,True,-0.9050762389174345,-0.842578439453912,0.06249779946352252,-0.7781511385266481,-0.07617330627167085,0.7019778322549772,-2.427745193333254,-1.649594054806606,-0.3987779726572614,4.917047429084778,6.435881614685059,1.518834185600281,8.00160693580454,25.061214447021484,17.059607511216946,-32.087162017822266,-40.088768953626804,17.221210479736328
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L17_SV28,4,11878,8,0,121,124,1566,13,.,same_step_exact_token,same_step,exact_token,0,0.407258064516129,True,41,True,-0.18234556801928006,-1.0295214018046681,-0.8471758337853881,-0.3835236016011963,0.47936643005887064,0.862890031660067,-2.040719190626974,-1.6571955890257777,-0.4434047082050105,22.480994629859925,1.8927558660507202,-20.588238763809205,17.59192529591647,38.56205368041992,20.97012838450345,-22.681577682495117,-40.273502978411585,16.136682510375977
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L17_SV28,5,11855,8,0,98,101,1543,13,.,same_step_exact_token,same_step,exact_token,0,0.5,True,41,True,0.20265274484241877,-0.9237786530353469,-1.1264313978777656,-0.2553965042665041,1.1606563888517523,1.4160528931182563,-1.9187061693263843,-1.6633096650598802,-0.49435349594799965,31.837301635742186,4.462537571787834,-27.374764063954352,20.705695975910533,55.118900299072266,34.413204323161736,-19.716392517089844,-40.42208849300037,14.898514747619629
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L18_SV30,1,11932,8,0,175,178,1620,13,.,same_step_exact_token,same_step,exact_token,0,0.189516129032258,False,41,True,-0.8244712657435691,-0.5838566336702034,0.24061463207336575,0.13725028174916465,1.0194016493579117,0.882151367608747,-1.1904342652696926,-1.3276845470188574,-0.1748730709599959,-81.92488555908203,-75.04082489013672,6.88406066894531,-54.4097281369296,-29.171098709106445,25.238629427823156,-92.39520263671875,-37.98547449978915,-63.33967590332031
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L18_SV30,2,11920,8,0,163,166,1608,13,.,same_step_exact_token,same_step,exact_token,0,0.23790322580645162,True,41,True,-0.22679394055149418,0.2187268382900707,0.4455207788415649,0.16578593481476347,1.4677112264292478,1.3019252916144843,-0.850520093605238,-1.0163060284200014,-0.19148888735916553,-64.82514839172363,-52.07865810394287,12.746490287780759,-53.593314084139735,-16.344820022583008,37.24849406155673,-82.67015075683594,-29.076836672696203,-63.815059661865234
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L18_SV30,3,11894,8,0,137,140,1582,13,.,same_step_exact_token,same_step,exact_token,0,0.342741935483871,True,41,True,-0.3592723531005356,-0.33364025731146907,0.025632095789066556,-0.133499062794622,-0.02137726866111,0.112121794133512,-1.7021748504444687,-1.5686757876498467,-0.48106147798766524,-68.61539764404297,-67.88205528259277,0.7333423614501982,-62.15595245361328,-58.94811248779297,3.2078399658203125,-107.03626251220703,-44.88031005859375,-72.09982299804688
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L18_SV30,4,11878,8,0,121,124,1566,13,.,same_step_exact_token,same_step,exact_token,0,0.407258064516129,True,41,True,-0.8259263813414371,-0.06956758953856271,0.7563587918028745,0.07911690155831094,0.5832713021076619,0.5041544005493509,-1.775169829614218,-1.8542867311725288,-0.9946548575572193,-81.96651687622071,-60.326852798461914,21.639664077758795,-56.072942517020486,-41.64892578125,14.424016735770486,-109.12467193603516,-53.05172941901467,-86.79389190673828
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L18_SV30,5,11855,8,0,98,101,1543,13,.,same_step_exact_token,same_step,exact_token,0,0.5,True,41,True,-0.38137308623962973,-0.20704397363400745,0.17432911260562228,0.3484605185366352,1.1024114648966437,0.7539509463600085,-0.9881852771295115,-1.3366457956661466,-0.9881852771295115,-69.24770660400391,-64.26009559631348,4.9876110076904325,-48.36693651025946,-26.796161651611328,21.57077485864813,-86.60879516601562,-38.24185865575617,-86.60879516601562
impossiblebench__binary_no_rules__s92345__step_08__event_01,impossiblebench__binary_no_rules__s92345,impossiblebench,binary_no_rules,incorrect,L22_SV32,1,11932,8,0,175,178,1620,13,.,same_step_exact_token,same_step,exact_token,0,0.189516129032258,False,41,True,-0.11727114119413162,0.6215860877383835,0.7388572289325152,0.9759591136972936,1.1547770206610481,0.17881790696375455,-1.1366533629809825,-2.112612476678276,1.1547770206610481,190.93412170410156,251.33524703979492,60.401125335693365,280.305024580522,294.92327880859375,14.618254228071748,107.60025024414062,-172.70477433638138,294.92327880859375
