subject,relation,prompt,position_mode,ablated_positions,band,condition,replicate,greedy_span,content_token,content_index,span_logp_clean,span_logp_cond,delta_span_logp,content_logp_clean,content_logp_cond,delta_content_logp,rank_content_under_cond,content_top1_changed,content_top1_cond,kl_first_token
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_all,1 2 3,6-8,name_lens,0, his role in the, role,1,-4.5274,-9.9142,-5.3868,-2.4058,-3.6145,-1.2087,1,0, role,1.1689
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_all,1 2 3,6-9,name_lens,0, his role in the, role,1,-4.5274,-10.1524,-5.625,-2.4058,-3.7055,-1.2996,1,1, ,1.2314
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_all,1 2 3,7-20,name_lens,0, his role in the, role,1,-4.5274,-5.44,-0.9126,-2.4058,-2.6972,-0.2914,2,1, work,0.072
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_all,1 2 3,8-20,name_lens,0, his role in the, role,1,-4.5274,-5.2175,-0.6901,-2.4058,-2.6174,-0.2116,2,1, work,0.0375
Nelson Mandela,famous_for,Nelson Mandela is famous for,subject_all,1 2 3,9-20,name_lens,0, his role in the, role,1,-4.5274,-4.846,-0.3186,-2.4058,-2.5419,-0.1361,1,0, role,0.0203
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_all,1 2 3,6-8,name_lens,0," the people, and", people,1,-6.603,-16.7829,-10.1799,-1.4965,-6.2,-4.7034,34,1, **,2.5396
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_all,1 2 3,6-9,name_lens,0," the people, and", people,1,-6.603,-16.9742,-10.3712,-1.4965,-6.3271,-4.8306,36,1, **,2.5796
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_all,1 2 3,7-20,name_lens,0," the people, and", people,1,-6.603,-7.4484,-0.8454,-1.4965,-1.725,-0.2284,1,0, people,0.1227
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_all,1 2 3,8-20,name_lens,0," the people, and", people,1,-6.603,-6.7049,-0.1019,-1.4965,-1.5717,-0.0752,1,0, people,0.0753
Nelson Mandela,language,Nelson Mandela spoke the language of,subject_all,1 2 3,9-20,name_lens,0," the people, and", people,1,-6.603,-6.7568,-0.1538,-1.4965,-1.5579,-0.0614,1,0, people,0.0453
Nelson Mandela,spouse,Nelson Mandela was married to,subject_all,1 2 3,6-8,name_lens,0, Winnie Madikiz, Winnie,0,-1.6986,-5.2316,-3.5329,-1.2439,-1.9651,-0.7212,1,0, Winnie,0.2605
Nelson Mandela,spouse,Nelson Mandela was married to,subject_all,1 2 3,6-9,name_lens,0, Winnie Madikiz, Winnie,0,-1.6986,-5.7179,-4.0192,-1.2439,-2.3354,-1.0915,1,1, a,0.3532
Nelson Mandela,spouse,Nelson Mandela was married to,subject_all,1 2 3,7-20,name_lens,0, Winnie Madikiz, Winnie,0,-1.6986,-6.5084,-4.8098,-1.2439,-4.0251,-2.7812,6,1, a,0.8274
Nelson Mandela,spouse,Nelson Mandela was married to,subject_all,1 2 3,8-20,name_lens,0, Winnie Madikiz, Winnie,0,-1.6986,-6.3174,-4.6187,-1.2439,-3.9221,-2.6782,6,1, a,0.7951
Nelson Mandela,spouse,Nelson Mandela was married to,subject_all,1 2 3,9-20,name_lens,0, Winnie Madikiz, Winnie,0,-1.6986,-6.2836,-4.5849,-1.2439,-4.9674,-3.7235,20,1, a,1.0702
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_all,1 2 3,6-8,name_lens,0," South Africa, where", South,0,-4.0406,-8.8058,-4.7652,-1.1117,-1.5682,-0.4564,1,0, South,0.2433
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_all,1 2 3,6-9,name_lens,0," South Africa, where", South,0,-4.0406,-9.0064,-4.9658,-1.1117,-1.6836,-0.5719,2,1, the,0.2938
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_all,1 2 3,7-20,name_lens,0," South Africa, where", South,0,-4.0406,-5.7265,-1.6859,-1.1117,-2.1313,-1.0195,3,1, Cape,0.3964
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_all,1 2 3,8-20,name_lens,0," South Africa, where", South,0,-4.0406,-5.7748,-1.7342,-1.1117,-2.1792,-1.0674,3,1, Cape,0.4212
Nelson Mandela,education,Nelson Mandela studied at the University of,subject_all,1 2 3,9-20,name_lens,0," South Africa, where", South,0,-4.0406,-5.6723,-1.6317,-1.1117,-2.5047,-1.393,4,1, Cape,0.5737
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_all,1 2 3,6-8,name_lens,0, South Africa. He, South,0,-3.8105,-12.8285,-9.018,-0.5936,-6.2865,-5.6929,60,1, the,3.3747
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_all,1 2 3,6-9,name_lens,0, South Africa. He, South,0,-3.8105,-14.2463,-10.4359,-0.5936,-6.1313,-5.5377,52,1, the,3.3841
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_all,1 2 3,7-20,name_lens,0, South Africa. He, South,0,-3.8105,-4.5594,-0.7489,-0.5936,-1.0818,-0.4881,1,0, South,0.2088
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_all,1 2 3,8-20,name_lens,0, South Africa. He, South,0,-3.8105,-4.2997,-0.4892,-0.5936,-0.7555,-0.1618,1,0, South,0.0686
Nelson Mandela,citizenship,Nelson Mandela was a citizen of,subject_all,1 2 3,9-20,name_lens,0, South Africa. He, South,0,-3.8105,-4.1023,-0.2919,-0.5936,-0.7888,-0.1952,1,0, South,0.0354
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_all,5 6,6-8,name_lens,0, Nelson. The last, Nelson,0,-5.001,-5.1861,-0.1851,-1.9746,-2.0116,-0.0369,1,0, Nelson,0.0642
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_all,5 6,6-9,name_lens,0, Nelson. The last, Nelson,0,-5.001,-5.6079,-0.6069,-1.9746,-2.3957,-0.421,1,0, Nelson,0.0689
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_all,5 6,7-20,name_lens,0, Nelson. The last, Nelson,0,-5.001,-9.7175,-4.7165,-1.9746,-6.4739,-4.4993,82,1,?,0.5199
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_all,5 6,8-20,name_lens,0, Nelson. The last, Nelson,0,-5.001,-10.1408,-5.1398,-1.9746,-7.0469,-5.0722,132,1,:,0.5522
Nelson Mandela,copy_first_name,The first name of Nelson Mandela is,subject_all,5 6,9-20,name_lens,0, Nelson. The last, Nelson,0,-5.001,-9.8367,-4.8357,-1.9746,-6.9468,-4.9722,118,1,?,0.5412
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_all,5 6,6-8,name_lens,0, not a surname., not,0,-9.2532,-9.3223,-0.069,-2.7719,-2.7335,0.0384,1,1," """,0.098
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_all,5 6,6-9,name_lens,0, not a surname., not,0,-9.2532,-9.4259,-0.1727,-2.7719,-2.7855,-0.0137,2,1," """,0.1237
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_all,5 6,7-20,name_lens,0, not a surname., not,0,-9.2532,-9.0904,0.1629,-2.7719,-2.4379,0.334,1,0, not,0.3418
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_all,5 6,8-20,name_lens,0, not a surname., not,0,-9.2532,-9.2095,0.0437,-2.7719,-2.5331,0.2388,1,0, not,0.2945
Nelson Mandela,copy_last_name,The last name of Nelson Mandela is,subject_all,5 6,9-20,name_lens,0, not a surname., not,0,-9.2532,-8.9978,0.2555,-2.7719,-2.5032,0.2687,1,0, not,0.3133
Wolfgang Amadeus Mozart,birth_city,Wolfgang Amadeus Mozart was born in the city of,subject_all,1 2 3 4 5 6,6-8,name_lens,0," Salzburg, Austria,", Salzburg,0,-3.6578,-4.5928,-0.935,-0.1723,-0.399,-0.2267,1,0, Salzburg,0.1083
Wolfgang Amadeus Mozart,birth_city,Wolfgang Amadeus Mozart was born in the city of,subject_all,1 2 3 4 5 6,6-9,name_lens,0," Salzburg, Austria,", Salzburg,0,-3.6578,-5.2609,-1.6031,-0.1723,-0.5981,-0.4258,1,0, Salzburg,0.2438
Wolfgang Amadeus Mozart,birth_city,Wolfgang Amadeus Mozart was born in the city of,subject_all,1 2 3 4 5 6,7-20,name_lens,0," Salzburg, Austria,", Salzburg,0,-3.6578,-5.1606,-1.5027,-0.1723,-0.6805,-0.5081,1,0, Salzburg,0.3183
Wolfgang Amadeus Mozart,birth_city,Wolfgang Amadeus Mozart was born in the city of,subject_all,1 2 3 4 5 6,8-20,name_lens,0," Salzburg, Austria,", Salzburg,0,-3.6578,-4.7712,-1.1134,-0.1723,-0.5419,-0.3696,1,0, Salzburg,0.2219
Wolfgang Amadeus Mozart,birth_city,Wolfgang Amadeus Mozart was born in the city of,subject_all,1 2 3 4 5 6,9-20,name_lens,0," Salzburg, Austria,", Salzburg,0,-3.6578,-4.3907,-0.7329,-0.1723,-0.4119,-0.2396,1,0, Salzburg,0.1406
Wolfgang Amadeus Mozart,birth_year,Wolfgang Amadeus Mozart was born in the year,subject_all,1 2 3 4 5 6,6-8,name_lens,0, 1756.,175,1,-1.7394,-3.5432,-1.8038,-0.1518,-0.3325,-0.1807,1,0,175,0.4613
Wolfgang Amadeus Mozart,birth_year,Wolfgang Amadeus Mozart was born in the year,subject_all,1 2 3 4 5 6,6-9,name_lens,0, 1756.,175,1,-1.7394,-4.1506,-2.4112,-0.1518,-0.4023,-0.2505,1,0,175,0.5737
Wolfgang Amadeus Mozart,birth_year,Wolfgang Amadeus Mozart was born in the year,subject_all,1 2 3 4 5 6,7-20,name_lens,0, 1756.,175,1,-1.7394,-4.5702,-2.8308,-0.1518,-0.8205,-0.6687,1,0,175,0.53
Wolfgang Amadeus Mozart,birth_year,Wolfgang Amadeus Mozart was born in the year,subject_all,1 2 3 4 5 6,8-20,name_lens,0, 1756.,175,1,-1.7394,-4.28,-2.5407,-0.1518,-0.7718,-0.62,1,0,175,0.4079
Wolfgang Amadeus Mozart,birth_year,Wolfgang Amadeus Mozart was born in the year,subject_all,1 2 3 4 5 6,9-20,name_lens,0, 1756.,175,1,-1.7394,-3.3177,-1.5783,-0.1518,-0.6859,-0.534,1,0,175,0.0875
Wolfgang Amadeus Mozart,birth_country,Wolfgang Amadeus Mozart was born in the country of,subject_all,1 2 3 4 5 6,6-8,name_lens,0, Austria. The city, Austria,0,-6.7267,-11.782,-5.0554,-0.6061,-0.6556,-0.0495,1,0, Austria,0.1085
Wolfgang Amadeus Mozart,birth_country,Wolfgang Amadeus Mozart was born in the country of,subject_all,1 2 3 4 5 6,6-9,name_lens,0, Austria. The city, Austria,0,-6.7267,-12.1153,-5.3887,-0.6061,-0.5566,0.0494,1,0, Austria,0.1935
Wolfgang Amadeus Mozart,birth_country,Wolfgang Amadeus Mozart was born in the country of,subject_all,1 2 3 4 5 6,7-20,name_lens,0, Austria. The city, Austria,0,-6.7267,-11.5477,-4.8211,-0.6061,-0.5769,0.0291,1,0, Austria,0.1583
Wolfgang Amadeus Mozart,birth_country,Wolfgang Amadeus Mozart was born in the country of,subject_all,1 2 3 4 5 6,8-20,name_lens,0, Austria. The city, Austria,0,-6.7267,-10.9738,-4.2471,-0.6061,-0.4518,0.1542,1,0, Austria,0.1329
Wolfgang Amadeus Mozart,birth_country,Wolfgang Amadeus Mozart was born in the country of,subject_all,1 2 3 4 5 6,9-20,name_lens,0, Austria. The city, Austria,0,-6.7267,-7.7692,-1.0425,-0.6061,-0.4335,0.1725,1,0, Austria,0.1085
Wolfgang Amadeus Mozart,death_year,Wolfgang Amadeus Mozart died in the year,subject_all,1 2 3 4 5 6,6-8,name_lens,0, 1791.,179,1,-1.9643,-5.3819,-3.4176,-0.2809,-0.6814,-0.4005,1,0,179,0.8822
Wolfgang Amadeus Mozart,death_year,Wolfgang Amadeus Mozart died in the year,subject_all,1 2 3 4 5 6,6-9,name_lens,0, 1791.,179,1,-1.9643,-5.9505,-3.9861,-0.2809,-0.776,-0.4951,1,0,179,0.8518
Wolfgang Amadeus Mozart,death_year,Wolfgang Amadeus Mozart died in the year,subject_all,1 2 3 4 5 6,7-20,name_lens,0, 1791.,179,1,-1.9643,-6.264,-4.2997,-0.2809,-0.9705,-0.6896,1,0,179,0.98
Wolfgang Amadeus Mozart,death_year,Wolfgang Amadeus Mozart died in the year,subject_all,1 2 3 4 5 6,8-20,name_lens,0, 1791.,179,1,-1.9643,-5.9788,-4.0144,-0.2809,-0.9547,-0.6738,1,0,179,0.8124
Wolfgang Amadeus Mozart,death_year,Wolfgang Amadeus Mozart died in the year,subject_all,1 2 3 4 5 6,9-20,name_lens,0, 1791.,179,1,-1.9643,-5.2479,-3.2835,-0.2809,-0.7463,-0.4654,1,0,179,0.626
Wolfgang Amadeus Mozart,occupation,Wolfgang Amadeus Mozart worked as a,subject_all,1 2 3 4 5 6,6-8,name_lens,0, composer in the , composer,0,-5.4746,-8.0059,-2.5313,-1.8982,-2.3343,-0.4361,2,1, musician,0.1867
Wolfgang Amadeus Mozart,occupation,Wolfgang Amadeus Mozart worked as a,subject_all,1 2 3 4 5 6,6-9,name_lens,0, composer in the , composer,0,-5.4746,-8.8198,-3.3452,-1.8982,-2.5685,-0.6703,2,1, musician,0.2679
Wolfgang Amadeus Mozart,occupation,Wolfgang Amadeus Mozart worked as a,subject_all,1 2 3 4 5 6,7-20,name_lens,0, composer in the , composer,0,-5.4746,-8.3001,-2.8255,-1.8982,-2.4468,-0.5487,2,1, musician,0.1807
Wolfgang Amadeus Mozart,occupation,Wolfgang Amadeus Mozart worked as a,subject_all,1 2 3 4 5 6,8-20,name_lens,0, composer in the , composer,0,-5.4746,-7.3971,-1.9225,-1.8982,-2.0686,-0.1705,1,0, composer,0.1618
Wolfgang Amadeus Mozart,occupation,Wolfgang Amadeus Mozart worked as a,subject_all,1 2 3 4 5 6,9-20,name_lens,0, composer in the , composer,0,-5.4746,-6.1016,-0.627,-1.8982,-2.0522,-0.1541,1,0, composer,0.101
Wolfgang Amadeus Mozart,profession_of,The profession of Wolfgang Amadeus Mozart was,subject_all,4 5 6 7 8,6-8,name_lens,0, a composer. The, composer,1,-7.2171,-7.4498,-0.2327,-2.1117,-2.1145,-0.0028,1,0, composer,0.0337
Wolfgang Amadeus Mozart,profession_of,The profession of Wolfgang Amadeus Mozart was,subject_all,4 5 6 7 8,6-9,name_lens,0, a composer. The, composer,1,-7.2171,-7.6318,-0.4147,-2.1117,-2.2211,-0.1094,1,0, composer,0.0198
Wolfgang Amadeus Mozart,profession_of,The profession of Wolfgang Amadeus Mozart was,subject_all,4 5 6 7 8,7-20,name_lens,0, a composer. The, composer,1,-7.2171,-7.8056,-0.5885,-2.1117,-2.4868,-0.3751,1,0, composer,0.0274
Wolfgang Amadeus Mozart,profession_of,The profession of Wolfgang Amadeus Mozart was,subject_all,4 5 6 7 8,8-20,name_lens,0, a composer. The, composer,1,-7.2171,-7.6865,-0.4694,-2.1117,-2.4395,-0.3277,1,0, composer,0.0241
Wolfgang Amadeus Mozart,profession_of,The profession of Wolfgang Amadeus Mozart was,subject_all,4 5 6 7 8,9-20,name_lens,0, a composer. The, composer,1,-7.2171,-7.7179,-0.5008,-2.1117,-2.4466,-0.3349,1,0, composer,0.0187
Wolfgang Amadeus Mozart,instrument,Wolfgang Amadeus Mozart played the,subject_all,1 2 3 4 5 6,6-8,name_lens,0, piano. The piano, piano,0,-7.2476,-14.8037,-7.5561,-0.381,-0.896,-0.5149,1,0, piano,0.1862
Wolfgang Amadeus Mozart,instrument,Wolfgang Amadeus Mozart played the,subject_all,1 2 3 4 5 6,6-9,name_lens,0, piano. The piano, piano,0,-7.2476,-16.2758,-9.0282,-0.381,-1.1117,-0.7307,1,0, piano,0.3101
Wolfgang Amadeus Mozart,instrument,Wolfgang Amadeus Mozart played the,subject_all,1 2 3 4 5 6,7-20,name_lens,0, piano. The piano, piano,0,-7.2476,-14.372,-7.1244,-0.381,-0.8156,-0.4346,1,0, piano,0.149
Wolfgang Amadeus Mozart,instrument,Wolfgang Amadeus Mozart played the,subject_all,1 2 3 4 5 6,8-20,name_lens,0, piano. The piano, piano,0,-7.2476,-11.3147,-4.0671,-0.381,-0.812,-0.431,1,0, piano,0.1482
Wolfgang Amadeus Mozart,instrument,Wolfgang Amadeus Mozart played the,subject_all,1 2 3 4 5 6,9-20,name_lens,0, piano. The piano, piano,0,-7.2476,-8.325,-1.0774,-0.381,-0.5794,-0.1984,1,0, piano,0.0569
Wolfgang Amadeus Mozart,famous_for,Wolfgang Amadeus Mozart is famous for,subject_all,1 2 3 4 5 6,6-8,name_lens,0, his symphonies, sym,1,-2.3553,-2.4021,-0.0468,-1.4699,-1.2734,0.1965,1,0, sym,0.0711
Wolfgang Amadeus Mozart,famous_for,Wolfgang Amadeus Mozart is famous for,subject_all,1 2 3 4 5 6,6-9,name_lens,0, his symphonies, sym,1,-2.3553,-3.7677,-1.4124,-1.4699,-1.3879,0.082,1,0, sym,0.6571
Wolfgang Amadeus Mozart,famous_for,Wolfgang Amadeus Mozart is famous for,subject_all,1 2 3 4 5 6,7-20,name_lens,0, his symphonies, sym,1,-2.3553,-2.8928,-0.5375,-1.4699,-1.6534,-0.1835,1,0, sym,0.0624
Wolfgang Amadeus Mozart,famous_for,Wolfgang Amadeus Mozart is famous for,subject_all,1 2 3 4 5 6,8-20,name_lens,0, his symphonies, sym,1,-2.3553,-2.6755,-0.3202,-1.4699,-1.5593,-0.0894,1,0, sym,0.0446
Wolfgang Amadeus Mozart,famous_for,Wolfgang Amadeus Mozart is famous for,subject_all,1 2 3 4 5 6,9-20,name_lens,0, his symphonies, sym,1,-2.3553,-2.2967,0.0587,-1.4699,-1.3066,0.1633,1,0, sym,0.0292
Wolfgang Amadeus Mozart,language,Wolfgang Amadeus Mozart spoke the language of,subject_all,1 2 3 4 5 6,6-8,name_lens,0," the gods, and", gods,1,-8.0491,-12.7429,-4.6938,-3.1314,-3.5813,-0.4499,3,1, people,0.7113
Wolfgang Amadeus Mozart,language,Wolfgang Amadeus Mozart spoke the language of,subject_all,1 2 3 4 5 6,6-9,name_lens,0," the gods, and", gods,1,-8.0491,-14.5787,-6.5297,-3.1314,-4.5739,-1.4425,8,1, world,1.8382
Wolfgang Amadeus Mozart,language,Wolfgang Amadeus Mozart spoke the language of,subject_all,1 2 3 4 5 6,7-20,name_lens,0," the gods, and", gods,1,-8.0491,-12.314,-4.265,-3.1314,-3.4879,-0.3565,3,1, universe,0.5707
Wolfgang Amadeus Mozart,language,Wolfgang Amadeus Mozart spoke the language of,subject_all,1 2 3 4 5 6,8-20,name_lens,0," the gods, and", gods,1,-8.0491,-12.1211,-4.072,-3.1314,-3.4508,-0.3194,3,1, world,0.5121
Wolfgang Amadeus Mozart,language,Wolfgang Amadeus Mozart spoke the language of,subject_all,1 2 3 4 5 6,9-20,name_lens,0," the gods, and", gods,1,-8.0491,-9.684,-1.635,-3.1314,-3.3667,-0.2353,1,0, gods,0.0675
Wolfgang Amadeus Mozart,spouse,Wolfgang Amadeus Mozart was married to,subject_all,1 2 3 4 5 6,6-8,name_lens,0, a woman named Const, woman,1,-4.1076,-10.3663,-6.2587,-0.8499,-0.8517,-0.0018,1,0, woman,0.102
Wolfgang Amadeus Mozart,spouse,Wolfgang Amadeus Mozart was married to,subject_all,1 2 3 4 5 6,6-9,name_lens,0, a woman named Const, woman,1,-4.1076,-13.4323,-9.3248,-0.8499,-0.8794,-0.0294,1,0, woman,0.2187
Wolfgang Amadeus Mozart,spouse,Wolfgang Amadeus Mozart was married to,subject_all,1 2 3 4 5 6,7-20,name_lens,0, a woman named Const, woman,1,-4.1076,-12.1497,-8.0421,-0.8499,-0.9012,-0.0512,1,0, woman,0.3135
