subject,relation,prompt,position_mode,ablated_positions,band,condition,replicate,greedy_span,content_token,content_index,span_logp_clean,span_logp_cond,delta_span_logp,content_logp_clean,content_logp_cond,delta_content_logp,rank_content_under_cond,content_top1_changed,content_top1_cond,kl_first_token
Miles Davis,occupation,Miles Davis worked as a,subject_all,1 2,9-17,jspace_restore_rest,0, jazz musician in the, jazz,0,-5.9058,-5.8817,0.0242,-2.4427,-2.4042,0.0384,1,0, jazz,0.017
Miles Davis,occupation,Miles Davis worked as a,subject_all,1 2,9-17,name_lens,0, jazz musician in the, jazz,0,-5.9058,-5.9941,-0.0883,-2.4427,-2.44,0.0026,1,0, jazz,0.0115
Miles Davis,occupation,Miles Davis worked as a,subject_all,1 2,6-20,jspace,0, jazz musician in the, jazz,0,-5.9058,-7.1009,-1.195,-2.4427,-3.3919,-0.9492,2,1, musician,0.1976
Miles Davis,occupation,Miles Davis worked as a,subject_all,1 2,6-20,jspace_keep_name,0, jazz musician in the, jazz,0,-5.9058,-7.2323,-1.3264,-2.4427,-3.4692,-1.0265,2,1, musician,0.2633
Miles Davis,occupation,Miles Davis worked as a,subject_all,1 2,6-20,jspace_restore_rest,0, jazz musician in the, jazz,0,-5.9058,-5.8584,0.0475,-2.4427,-2.3642,0.0785,1,0, jazz,0.0552
Miles Davis,occupation,Miles Davis worked as a,subject_all,1 2,6-20,name_lens,0, jazz musician in the, jazz,0,-5.9058,-6.0112,-0.1054,-2.4427,-2.4773,-0.0346,2,1, musician,0.0687
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,9-13,jspace,0, a jazz musician., jazz,1,-6.4635,-6.8127,-0.3492,-2.3622,-2.6321,-0.2699,1,0, jazz,0.0223
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,9-13,jspace_keep_name,0, a jazz musician., jazz,1,-6.4635,-6.1614,0.3021,-2.3622,-2.1562,0.206,1,0, jazz,0.0154
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,9-13,jspace_restore_rest,0, a jazz musician., jazz,1,-6.4635,-6.701,-0.2375,-2.3622,-2.5603,-0.1981,1,0, jazz,0.0054
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,9-13,name_lens,0, a jazz musician., jazz,1,-6.4635,-6.5324,-0.0689,-2.3622,-2.4512,-0.0891,1,0, jazz,0.0038
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,9-17,jspace,0, a jazz musician., jazz,1,-6.4635,-7.2456,-0.7821,-2.3622,-2.993,-0.6308,2,1, ______,0.0276
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,9-17,jspace_keep_name,0, a jazz musician., jazz,1,-6.4635,-6.5748,-0.1113,-2.3622,-2.5578,-0.1956,1,0, jazz,0.0299
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,9-17,jspace_restore_rest,0, a jazz musician., jazz,1,-6.4635,-6.6212,-0.1576,-2.3622,-2.5093,-0.1471,1,0, jazz,0.0049
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,9-17,name_lens,0, a jazz musician., jazz,1,-6.4635,-6.5312,-0.0676,-2.3622,-2.4026,-0.0404,1,0, jazz,0.0176
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,6-20,jspace,0, a jazz musician., jazz,1,-6.4635,-7.0829,-0.6194,-2.3622,-2.9766,-0.6145,2,1, ______,0.0997
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,6-20,jspace_keep_name,0, a jazz musician., jazz,1,-6.4635,-6.7611,-0.2975,-2.3622,-2.7642,-0.402,2,1, ______,0.1475
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,6-20,jspace_restore_rest,0, a jazz musician., jazz,1,-6.4635,-6.4344,0.0291,-2.3622,-2.413,-0.0509,1,0, jazz,0.009
Miles Davis,profession_of,The profession of Miles Davis was,subject_all,4 5,6-20,name_lens,0, a jazz musician., jazz,1,-6.4635,-6.7468,-0.2833,-2.3622,-2.6443,-0.2821,1,0, jazz,0.0142
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,9-13,jspace,0, trumpet in the , trumpet,0,-3.4955,-4.4992,-1.0037,-0.3364,-0.9157,-0.5794,1,0, trumpet,0.2366
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,9-13,jspace_keep_name,0, trumpet in the , trumpet,0,-3.4955,-4.2205,-0.725,-0.3364,-0.7948,-0.4585,1,0, trumpet,0.1623
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,9-13,jspace_restore_rest,0, trumpet in the , trumpet,0,-3.4955,-3.6561,-0.1606,-0.3364,-0.4723,-0.1359,1,0, trumpet,0.0269
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,9-13,name_lens,0, trumpet in the , trumpet,0,-3.4955,-3.7922,-0.2968,-0.3364,-0.4404,-0.104,1,0, trumpet,0.0223
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,9-17,jspace,0, trumpet in the , trumpet,0,-3.4955,-4.5162,-1.0207,-0.3364,-0.8937,-0.5573,1,0, trumpet,0.2242
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,9-17,jspace_keep_name,0, trumpet in the , trumpet,0,-3.4955,-4.4216,-0.9262,-0.3364,-0.9425,-0.6062,1,0, trumpet,0.2477
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,9-17,jspace_restore_rest,0, trumpet in the , trumpet,0,-3.4955,-3.5185,-0.023,-0.3364,-0.42,-0.0837,1,0, trumpet,0.0171
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,9-17,name_lens,0, trumpet in the , trumpet,0,-3.4955,-3.8257,-0.3302,-0.3364,-0.4423,-0.1059,1,0, trumpet,0.0236
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,6-20,jspace,0, trumpet in the , trumpet,0,-3.4955,-4.7599,-1.2645,-0.3364,-0.9722,-0.6358,1,0, trumpet,0.3133
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,6-20,jspace_keep_name,0, trumpet in the , trumpet,0,-3.4955,-4.2609,-0.7654,-0.3364,-0.8379,-0.5016,1,0, trumpet,0.2074
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,6-20,jspace_restore_rest,0, trumpet in the , trumpet,0,-3.4955,-3.8172,-0.3217,-0.3364,-0.4023,-0.066,1,0, trumpet,0.024
Miles Davis,instrument,Miles Davis played the,subject_all,1 2,6-20,name_lens,0, trumpet in the , trumpet,0,-3.4955,-4.016,-0.5205,-0.3364,-0.4161,-0.0797,1,0, trumpet,0.0327
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,9-13,jspace,0, his work in the, work,1,-5.5503,-5.5783,-0.028,-2.3598,-2.2838,0.076,1,0, work,0.0412
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,9-13,jspace_keep_name,0, his work in the, work,1,-5.5503,-5.6248,-0.0746,-2.3598,-2.5202,-0.1603,1,0, work,0.0345
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,9-13,jspace_restore_rest,0, his work in the, work,1,-5.5503,-5.4257,0.1246,-2.3598,-2.2143,0.1455,1,0, work,0.0074
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,9-13,name_lens,0, his work in the, work,1,-5.5503,-5.4085,0.1418,-2.3598,-2.1825,0.1774,1,0, work,0.0217
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,9-17,jspace,0, his work in the, work,1,-5.5503,-5.6523,-0.102,-2.3598,-2.3447,0.0151,1,0, work,0.0623
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,9-17,jspace_keep_name,0, his work in the, work,1,-5.5503,-5.6153,-0.065,-2.3598,-2.5137,-0.1538,1,0, work,0.0655
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,9-17,jspace_restore_rest,0, his work in the, work,1,-5.5503,-5.5052,0.0451,-2.3598,-2.2203,0.1395,1,0, work,0.0083
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,9-17,name_lens,0, his work in the, work,1,-5.5503,-5.468,0.0823,-2.3598,-2.2,0.1598,1,0, work,0.0247
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,6-20,jspace,0, his work in the, work,1,-5.5503,-5.3822,0.168,-2.3598,-2.3009,0.059,1,0, work,0.1083
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,6-20,jspace_keep_name,0, his work in the, work,1,-5.5503,-5.3558,0.1944,-2.3598,-2.2732,0.0866,1,0, work,0.1367
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,6-20,jspace_restore_rest,0, his work in the, work,1,-5.5503,-5.3509,0.1994,-2.3598,-2.2311,0.1287,1,0, work,0.0473
Miles Davis,famous_for,Miles Davis is famous for,subject_all,1 2,6-20,name_lens,0, his work in the, work,1,-5.5503,-5.3479,0.2024,-2.3598,-2.1353,0.2245,1,0, work,0.0563
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,9-13,jspace,0," the future, and", future,1,-7.391,-7.5401,-0.1491,-2.682,-2.7513,-0.0693,1,0, future,0.0306
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,9-13,jspace_keep_name,0," the future, and", future,1,-7.391,-7.4752,-0.0841,-2.682,-2.9077,-0.2257,1,0, future,0.0265
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,9-13,jspace_restore_rest,0," the future, and", future,1,-7.391,-7.612,-0.2209,-2.682,-2.6821,-0.0001,1,0, future,0.0079
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,9-13,name_lens,0," the future, and", future,1,-7.391,-7.6911,-0.3,-2.682,-2.7078,-0.0257,1,0, future,0.0067
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,9-17,jspace,0," the future, and", future,1,-7.391,-7.657,-0.2659,-2.682,-2.8112,-0.1292,1,0, future,0.0303
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,9-17,jspace_keep_name,0," the future, and", future,1,-7.391,-7.2372,0.1539,-2.682,-2.6916,-0.0096,1,0, future,0.0369
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,9-17,jspace_restore_rest,0," the future, and", future,1,-7.391,-7.7014,-0.3104,-2.682,-2.7077,-0.0257,1,0, future,0.0078
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,9-17,name_lens,0," the future, and", future,1,-7.391,-7.6185,-0.2275,-2.682,-2.6613,0.0207,1,0, future,0.0075
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,6-20,jspace,0," the future, and", future,1,-7.391,-7.8338,-0.4427,-2.682,-2.7466,-0.0646,1,0, future,0.0931
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,6-20,jspace_keep_name,0," the future, and", future,1,-7.391,-7.173,0.218,-2.682,-2.6899,-0.0079,1,0, future,0.1043
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,6-20,jspace_restore_rest,0," the future, and", future,1,-7.391,-7.7785,-0.3875,-2.682,-2.7791,-0.0971,1,0, future,0.0149
Miles Davis,language,Miles Davis spoke the language of,subject_all,1 2,6-20,name_lens,0," the future, and", future,1,-7.391,-8.1425,-0.7515,-2.682,-2.995,-0.313,1,1, world,0.0264
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,9-13,jspace,0, a woman named Frances, woman,1,-5.8902,-8.2526,-2.3624,-0.8262,-0.8886,-0.0624,1,0, woman,0.257
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,9-13,jspace_keep_name,0, a woman named Frances, woman,1,-5.8902,-7.5765,-1.6863,-0.8262,-0.8509,-0.0247,1,0, woman,0.2376
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,9-13,jspace_restore_rest,0, a woman named Frances, woman,1,-5.8902,-6.5387,-0.6485,-0.8262,-0.8477,-0.0215,1,0, woman,0.1153
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,9-13,name_lens,0, a woman named Frances, woman,1,-5.8902,-6.5796,-0.6894,-0.8262,-0.851,-0.0248,1,0, woman,0.1063
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,9-17,jspace,0, a woman named Frances, woman,1,-5.8902,-8.2314,-2.3412,-0.8262,-0.9447,-0.1185,1,0, woman,0.2527
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,9-17,jspace_keep_name,0, a woman named Frances, woman,1,-5.8902,-8.6147,-2.7245,-0.8262,-0.8379,-0.0117,1,0, woman,0.3344
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,9-17,jspace_restore_rest,0, a woman named Frances, woman,1,-5.8902,-6.4427,-0.5525,-0.8262,-0.8479,-0.0217,1,0, woman,0.0549
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,9-17,name_lens,0, a woman named Frances, woman,1,-5.8902,-6.5512,-0.661,-0.8262,-0.8583,-0.0321,1,0, woman,0.1012
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,6-20,jspace,0, a woman named Frances, woman,1,-5.8902,-8.1443,-2.2541,-0.8262,-0.8898,-0.0637,1,0, woman,0.3783
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,6-20,jspace_keep_name,0, a woman named Frances, woman,1,-5.8902,-7.5915,-1.7013,-0.8262,-0.8621,-0.0359,1,0, woman,0.4383
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,6-20,jspace_restore_rest,0, a woman named Frances, woman,1,-5.8902,-6.3945,-0.5043,-0.8262,-0.8655,-0.0393,1,0, woman,0.1864
Miles Davis,spouse,Miles Davis was married to,subject_all,1 2,6-20,name_lens,0, a woman named Frances, woman,1,-5.8902,-6.678,-0.7878,-0.8262,-0.9067,-0.0805,1,0, woman,0.1741
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,9-13,jspace,0," Chicago, where he", Chicago,0,-4.2889,-4.5668,-0.2779,-1.5001,-1.3842,0.116,1,0, Chicago,0.0421
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,9-13,jspace_keep_name,0," Chicago, where he", Chicago,0,-4.2889,-4.4285,-0.1395,-1.5001,-1.4395,0.0607,1,0, Chicago,0.0201
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,9-13,jspace_restore_rest,0," Chicago, where he", Chicago,0,-4.2889,-4.2266,0.0623,-1.5001,-1.418,0.0821,1,0, Chicago,0.0263
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,9-13,name_lens,0," Chicago, where he", Chicago,0,-4.2889,-4.3495,-0.0606,-1.5001,-1.3924,0.1077,1,0, Chicago,0.0262
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,9-17,jspace,0," Chicago, where he", Chicago,0,-4.2889,-4.9709,-0.682,-1.5001,-1.5952,-0.0951,1,0, Chicago,0.0461
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,9-17,jspace_keep_name,0," Chicago, where he", Chicago,0,-4.2889,-4.4569,-0.168,-1.5001,-1.3522,0.1479,1,0, Chicago,0.0378
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,9-17,jspace_restore_rest,0," Chicago, where he", Chicago,0,-4.2889,-4.1639,0.125,-1.5001,-1.3888,0.1114,1,0, Chicago,0.0209
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,9-17,name_lens,0," Chicago, where he", Chicago,0,-4.2889,-4.2748,0.0141,-1.5001,-1.3508,0.1493,1,0, Chicago,0.0263
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,6-20,jspace,0," Chicago, where he", Chicago,0,-4.2889,-5.6687,-1.3797,-1.5001,-1.8441,-0.344,1,0, Chicago,0.1216
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,6-20,jspace_keep_name,0," Chicago, where he", Chicago,0,-4.2889,-4.4599,-0.1709,-1.5001,-1.4645,0.0356,1,0, Chicago,0.0529
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,6-20,jspace_restore_rest,0," Chicago, where he", Chicago,0,-4.2889,-4.6796,-0.3907,-1.5001,-1.3938,0.1063,1,0, Chicago,0.0853
Miles Davis,education,Miles Davis studied at the University of,subject_all,1 2,6-20,name_lens,0," Chicago, where he", Chicago,0,-4.2889,-5.0665,-0.7776,-1.5001,-1.5464,-0.0463,1,0, Chicago,0.1317
Miles Davis,citizenship,Miles Davis was a citizen of,subject_all,1 2,9-13,jspace,0, the United States., United,1,-2.5426,-2.5413,0.0013,-0.3918,-0.4313,-0.0395,1,0, United,0.0417
Miles Davis,citizenship,Miles Davis was a citizen of,subject_all,1 2,9-13,jspace_keep_name,0, the United States., United,1,-2.5426,-2.6931,-0.1505,-0.3918,-0.4298,-0.038,1,0, United,0.0184
