id,pair_id,condition,group,target,text,layer,sv_index_zero_based,activation_raw,activation_cos,activation_prev1,activation_next1,activation_next2,next_token_entropy_nats,next_token_top_probability,actual_next_surprisal_nats
where_meta,where1,negative,where,where,The word where is underlined in the exercise.,7,12,57.921295166015625,0.0726788192987442,49.000762939453125,19.480087280273438,6.288897514343262,3.9229955673217773,0.2816450595855713,6.2671074867248535
where_meta,where1,negative,where,where,The word where is underlined in the exercise.,8,12,68.56388092041016,0.0761716216802597,58.613136291503906,29.413715362548828,15.334870338439941,3.9229955673217773,0.2816450595855713,6.2671074867248535
that_comp,that1,positive,that,that,I realized that the second measurement was wrong.,7,12,59.018104553222656,0.0885227620601654,10.063458442687988,41.427696228027344,22.150217056274414,4.2715911865234375,0.2759805917739868,1.2874246835708618
that_comp,that1,positive,that,that,I realized that the second measurement was wrong.,8,12,62.001251220703125,0.075942762196064,25.566444396972656,52.55994415283203,37.91437911987305,4.2715911865234375,0.2759805917739868,1.2874246835708618
that_demo,that1,negative,that,that,I bought that book at the airport yesterday.,7,12,47.94747543334961,0.06376072019338608,26.82738494873047,46.91495132446289,42.08526611328125,6.160772800445557,0.07116156071424484,2.6428024768829346
that_demo,that1,negative,that,that,I bought that book at the airport yesterday.,8,12,44.880470275878906,0.04768095910549164,33.63745880126953,52.98127365112305,50.94401168823242,6.160772800445557,0.07116156071424484,2.6428024768829346
fact_disc,fact1,positive,fact,fact,"In fact, the second model performed substantially better.",7,12,60.29758071899414,0.08502107113599777,13.772330284118652,36.21993637084961,36.7653923034668,2.556020736694336,0.4337419867515564,2.2103054523468018
fact_disc,fact1,positive,fact,fact,"In fact, the second model performed substantially better.",8,12,70.60687255859375,0.08213251084089279,-265.2569274902344,42.57036590576172,47.15994644165039,2.556020736694336,0.4337419867515564,2.2103054523468018
fact_noun,fact1,negative,fact,fact,The fact surprised everyone in the room.,7,12,48.1484489440918,0.06390349566936493,25.340686798095703,23.56916046142578,46.5836181640625,0.13401943445205688,0.987846851348877,18.14504051208496
fact_noun,fact1,negative,fact,fact,The fact surprised everyone in the room.,8,12,56.32619857788086,0.06628069281578064,-260.52349853515625,43.66924285888672,63.153594970703125,0.13401943445205688,0.987846851348877,18.14504051208496
point_temp,point1,positive,point,point,"At one point, I thought the entire analysis had failed.",7,12,65.94763946533203,0.08365154266357422,41.31193542480469,45.87381362915039,39.59395217895508,1.2930023670196533,0.780949056148529,0.24724535644054413
point_temp,point1,positive,point,point,"At one point, I thought the entire analysis had failed.",8,12,80.07421112060547,0.08359340578317642,61.60108947753906,57.92610549926758,59.68159103393555,1.2930023670196533,0.780949056148529,0.24724535644054413
point_geom,point1,negative,point,point,Mark each point on the graph with a small circle.,7,12,47.95730972290039,0.07104718685150146,27.588438034057617,44.34010314941406,38.60260772705078,4.36744499206543,0.0869411826133728,3.13002347946167
point_geom,point1,negative,point,point,Mark each point on the graph with a small circle.,8,12,53.58601379394531,0.06393121927976608,45.89591598510742,56.72703170776367,46.3027229309082,4.36744499206543,0.0869411826133728,3.13002347946167
feel_pred,feel1,positive,feel,feel,The lighting makes the room feel much larger than it is.,7,12,60.38322067260742,0.08325830847024918,52.82038497924805,53.592445373535156,16.546518325805664,4.1428632736206055,0.16284102201461792,5.439980983734131
feel_pred,feel1,positive,feel,feel,The lighting makes the room feel much larger than it is.,8,12,76.47259521484375,0.07882862538099289,55.40717697143555,71.60625457763672,31.183286666870117,4.1428632736206055,0.16284102201461792,5.439980983734131
feel_noun,feel1,negative,feel,feel,I like the feel of the paper in this notebook.,7,12,47.97935104370117,0.07158991694450378,39.786834716796875,39.18511962890625,44.436668395996094,2.730999708175659,0.5880971550941467,0.5308631658554077
feel_noun,feel1,negative,feel,feel,I like the feel of the paper in this notebook.,8,12,64.84626770019531,0.07393532246351242,47.825103759765625,52.82951354980469,51.95530319213867,2.730999708175659,0.5880971550941467,0.5308631658554077
spot_verb,spot1,positive,spot,spot,"If you spot a problem, report it before restarting the machine.",7,12,69.908935546875,0.0925460010766983,46.0860481262207,56.51028060913086,50.687591552734375,3.4240944385528564,0.347861647605896,1.055950403213501
spot_verb,spot1,positive,spot,spot,"If you spot a problem, report it before restarting the machine.",8,12,85.29967498779297,0.09742578864097595,54.304931640625,72.1175308227539,58.47815704345703,3.4240944385528564,0.347861647605896,1.055950403213501
spot_noun,spot1,negative,spot,spot,We found a quiet spot beside the river.,7,12,63.903507232666016,0.08471659570932388,36.04689025878906,36.83329391479492,42.94779968261719,3.4959449768066406,0.171952024102211,5.635540008544922
spot_noun,spot1,negative,spot,spot,We found a quiet spot beside the river.,8,12,72.47737884521484,0.082672119140625,45.72801971435547,59.12410354614258,57.063232421875,3.4959449768066406,0.171952024102211,5.635540008544922
namely,,positive,explicit_payload,namely,"Only one explanation remained plausible, namely a calibration error.",7,12,37.867984771728516,0.05655558779835701,40.09950637817383,47.30455017089844,6.3375749588012695,2.3574559688568115,0.5079638957977295,2.739844799041748
namely,,positive,explicit_payload,namely,"Only one explanation remained plausible, namely a calibration error.",8,12,51.31105041503906,0.06370881199836731,52.183040618896484,59.96580123901367,3.5349502563476562,2.3574559688568115,0.5079638957977295,2.739844799041748
for_example,,positive,explicit_payload,example,"For example, the same pattern appears when the input is reversed.",7,12,25.35869789123535,0.03219758719205856,34.503387451171875,41.05823516845703,41.26961135864258,0.8444955348968506,0.7937220931053162,0.2310219258069992
for_example,,positive,explicit_payload,example,"For example, the same pattern appears when the input is reversed.",8,12,32.76774215698242,0.03555822744965553,-251.19114685058594,50.32215881347656,55.815792083740234,0.8444955348968506,0.7937220931053162,0.2310219258069992
the_control,,control,generic_incompleteness,the,She quietly opened the wooden box.,7,12,41.182823181152344,0.06391709297895432,21.649534225463867,20.70465087890625,38.665870666503906,4.337240219116211,0.3855510950088501,7.7343316078186035
the_control,,control,generic_incompleteness,the,She quietly opened the wooden box.,8,12,55.431793212890625,0.06376073509454727,41.664424896240234,30.143407821655273,43.12375259399414,4.337240219116211,0.3855510950088501,7.7343316078186035
of_control,,control,generic_incompleteness,of,He placed a glass of water on the desk.,7,12,29.511789321899414,0.03536157310009003,25.22984504699707,24.49247932434082,41.749786376953125,1.6209924221038818,0.7805837988853455,0.2477131485939026
of_control,,control,generic_incompleteness,of,He placed a glass of water on the desk.,8,12,43.09379577636719,0.039358124136924744,35.20562744140625,34.840354919433594,58.21291732788086,1.6209924221038818,0.7805837988853455,0.2477131485939026
to_control,,control,generic_incompleteness,to,They decided to postpone the meeting.,7,12,33.17184829711914,0.047591064125299454,13.409393310546875,33.49595642089844,37.62660217285156,5.82614803314209,0.06227169930934906,7.338747978210449
to_control,,control,generic_incompleteness,to,They decided to postpone the meeting.,8,12,44.23038101196289,0.05084545165300369,23.427026748657227,52.03956604003906,52.4066276550293,5.82614803314209,0.06227169930934906,7.338747978210449
because_boundary,,boundary,clausal_opener,because,The experiment stopped because the temperature rose too quickly.,7,12,59.3458137512207,0.07513953000307083,47.73891830444336,45.80780029296875,15.009888648986816,2.8210957050323486,0.47206470370292664,0.7506392002105713
because_boundary,,boundary,clausal_opener,because,The experiment stopped because the temperature rose too quickly.,8,12,63.7077751159668,0.06664251536130905,61.162017822265625,54.780704498291016,15.592901229858398,2.8210957050323486,0.47206470370292664,0.7506392002105713
if_boundary,,boundary,clausal_opener,if,The result changes if the final token is removed.,7,12,54.803871154785156,0.06603757292032242,19.956153869628906,43.57202911376953,32.46286392211914,3.024475574493408,0.30764228105545044,1.178817629814148
if_boundary,,boundary,clausal_opener,if,The result changes if the final token is removed.,8,12,69.29953002929688,0.07273388653993607,42.427947998046875,56.94510269165039,43.95393753051758,3.024475574493408,0.30764228105545044,1.178817629814148
natural_colon_medicine,,natural,natural,:,Big news in the world of medicine surfaced this week: The National Institutes of Health promised a whopping $10.1 million to fund the scientific study of ailments.,7,12,79.43501281738281,0.1136995255947113,51.83348083496094,39.961326599121094,22.459392547607422,3.486854314804077,0.3829330503940582,3.897395133972168
natural_colon_medicine,,natural,natural,:,Big news in the world of medicine surfaced this week: The National Institutes of Health promised a whopping $10.1 million to fund the scientific study of ailments.,8,12,90.29898834228516,0.10646704584360123,62.360694885253906,44.82186508178711,29.28568458557129,3.486854314804077,0.3829330503940582,3.897395133972168
natural_fact_skoda,,natural,natural,fact,"The survey was the biggest car owner survey in the UK. In fact, Skoda took three of the top four spots.",7,12,62.459617614746094,0.08937478810548782,22.423187255859375,37.603694915771484,27.00100326538086,1.4908130168914795,0.7632704973220825,0.2701428234577179
natural_fact_skoda,,natural,natural,fact,"The survey was the biggest car owner survey in the UK. In fact, Skoda took three of the top four spots.",8,12,70.9090347290039,0.07776596397161484,40.9645881652832,42.9353141784668,32.598575592041016,1.4908130168914795,0.7632704973220825,0.2701428234577179
natural_point_chicken,,natural,natural,point,At one point I was wrestling with a whole chicken trying to separate it into the various parts.,7,12,65.92829895019531,0.0835360661149025,41.25484085083008,42.553829193115234,44.746978759765625,1.288360595703125,0.7817491888999939,4.996221542358398
natural_point_chicken,,natural,natural,point,At one point I was wrestling with a whole chicken trying to separate it into the various parts.,8,12,80.14633178710938,0.08363174647092819,61.49283218383789,55.31167221069336,58.44529342651367,1.288360595703125,0.7817491888999939,4.996221542358398
natural_who_crystal,,natural,natural,who,"I got a call from Crystal, who is the daughter of the owner Ainsley. She told me that the restaurant was in trouble.",7,12,71.80804443359375,0.09769109636545181,48.58991241455078,39.20919418334961,40.72135543823242,4.094956874847412,0.20875242352485657,1.5666062831878662
natural_who_crystal,,natural,natural,who,"I got a call from Crystal, who is the daughter of the owner Ainsley. She told me that the restaurant was in trouble.",8,12,84.08362579345703,0.09590711444616318,56.048336029052734,46.80506134033203,43.2267951965332,4.094956874847412,0.20875242352485657,1.5666062831878662
natural_spot_bugs,,natural,natural,spot,There is a feedback section in the options in case you spot any more bugs and want to notify the company.,7,12,70.57587432861328,0.09547927230596542,47.21528244018555,35.9575080871582,38.739505767822266,2.4986586570739746,0.3114885985851288,1.4163925647735596
natural_spot_bugs,,natural,natural,spot,There is a feedback section in the options in case you spot any more bugs and want to notify the company.,8,12,81.7895278930664,0.0915159359574318,54.08828353881836,56.335968017578125,62.33559799194336,2.4986586570739746,0.3114885985851288,1.4163925647735596
natural_that_model,,natural,natural,that,"It may be that your internal model of the world is flawed, and that will deplete your body budget.",7,12,57.47730255126953,0.0935843363404274,47.046871185302734,38.58064270019531,23.970821380615234,4.042911052703857,0.19584126770496368,6.63045072555542
natural_that_model,,natural,natural,that,"It may be that your internal model of the world is flawed, and that will deplete your body budget.",8,12,59.549583435058594,0.07867678254842758,59.80921173095703,45.691688537597656,35.15085983276367,4.042911052703857,0.19584126770496368,6.63045072555542
