id,lexical_key,family,tier,role,target,text,occurrence,layer,sv_index_zero_based,target_token_index,target_position_fraction,sequence_length,target_token_decoded,activation_raw,activation_cos,hidden_norm,activation_prev1,activation_next1,activation_next2,next_token_entropy_nats,next_token_top_probability,actual_next_surprisal_nats,actual_next_token
who_neg_4,who,relative,core,negative,who,The search box already contained the word who.,0,8,12,7,0.875,9, who,60.597755432128906,0.07826073467731476,774.3059692382812,62.50122833251953,26.681886672973633,,4.726601600646973,0.1183299869298935,2.2592780590057373,.
where_pos_1,where,relative,core,positive,where,"We returned to the cabin, where the supplies had been stored.",0,7,12,6,0.5,13, where,62.02607727050781,0.08801582455635071,704.715087890625,31.422311782836914,41.54145431518555,25.356164932250977,3.08362078666687,0.4212746024131775,1.739470362663269, the
where_pos_1,where,relative,core,positive,where,"We returned to the cabin, where the supplies had been stored.",0,8,12,6,0.5,13, where,78.71163177490234,0.09095362573862076,865.4039916992188,41.03977584838867,53.52722930908203,33.230796813964844,3.08362078666687,0.4212746024131775,1.739470362663269, the
where_neg_1,where,relative,core,negative,where,The editor underlined the word where in red.,0,7,12,6,0.6666666666666666,10, where,60.926849365234375,0.0879131406545639,693.0346069335938,50.53416061401367,17.78145408630371,15.88299560546875,2.6282081604003906,0.5138493180274963,7.228325366973877, in
where_neg_1,where,relative,core,negative,where,The editor underlined the word where in red.,0,8,12,6,0.6666666666666666,10, where,78.16002655029297,0.0916948914527893,852.3923950195312,62.518184661865234,28.253494262695312,22.073177337646484,2.6282081604003906,0.5138493180274963,7.228325366973877, in
where_pos_2,where,relative,core,positive,where,This is the point where the two explanations begin to differ.,0,7,12,4,0.36363636363636365,12, where,65.76898193359375,0.08417480438947678,781.3380737304688,46.274681091308594,40.67808151245117,28.16720199584961,3.026733875274658,0.5187640190124512,0.6563062071800232, the
where_pos_2,where,relative,core,positive,where,This is the point where the two explanations begin to differ.,0,8,12,4,0.36363636363636365,12, where,75.48400115966797,0.0817699059844017,923.126953125,57.207122802734375,51.1422233581543,49.25419235229492,3.026733875274658,0.5187640190124512,0.6563062071800232, the
where_neg_2,where,relative,core,negative,where,They printed where on the first line.,0,7,12,2,0.2857142857142857,8, where,51.55044174194336,0.07618778198957443,676.6234741210938,28.08847427368164,36.950435638427734,38.25227737426758,5.703282833099365,0.12329506129026413,7.061924934387207, on
where_neg_2,where,relative,core,negative,where,They printed where on the first line.,0,8,12,2,0.2857142857142857,8, where,60.103492736816406,0.07216307520866394,832.88427734375,39.2562141418457,45.60200500488281,46.7557373046875,5.703282833099365,0.12329506129026413,7.061924934387207, on
where_pos_3,where,relative,core,positive,where,"They reached the valley, where the river turns north.",0,7,12,5,0.5,11, where,66.81993103027344,0.08744445443153381,764.1414184570312,36.90742492675781,43.67509460449219,33.43112564086914,2.5532312393188477,0.5647233128547668,0.5714194178581238, the
where_pos_3,where,relative,core,positive,where,"They reached the valley, where the river turns north.",0,8,12,5,0.5,11, where,83.97068786621094,0.09387186914682388,894.5245361328125,47.56370544433594,55.482120513916016,41.47865676879883,2.5532312393188477,0.5647233128547668,0.5714194178581238, the
where_neg_3,where,relative,core,negative,where,The teacher asked the class to spell where.,0,7,12,7,0.875,9, where,53.57545471191406,0.07711951434612274,694.7068481445312,50.82440948486328,34.389404296875,,4.065932750701904,0.23297904431819916,3.0193066596984863,.
where_neg_3,where,relative,core,negative,where,The teacher asked the class to spell where.,0,8,12,7,0.875,9, where,60.89088821411133,0.06885126233100891,884.3829956054688,62.128780364990234,35.28413009643555,,4.065932750701904,0.23297904431819916,3.0193066596984863,.
where_pos_4,where,relative,core,positive,where,I remember the room where we first ran the experiment.,0,7,12,4,0.4,11, where,63.61178207397461,0.08723162859678268,729.2283935546875,50.428096771240234,43.0393180847168,46.76173782348633,3.3876171112060547,0.20373694598674774,1.5909255743026733, we
where_pos_4,where,relative,core,positive,where,I remember the room where we first ran the experiment.,0,8,12,4,0.4,11, where,78.1055908203125,0.08849804848432541,882.5685424804688,53.72896957397461,57.02251052856445,62.012451171875,3.3876171112060547,0.20373694598674774,1.5909255743026733, we
where_neg_4,where,relative,core,negative,where,The search query consisted only of the word where.,0,7,12,8,0.8888888888888888,10, where,52.56281280517578,0.07976538687944412,658.9677124023438,46.360652923583984,21.80952262878418,,4.456595420837402,0.23749157786369324,2.6251230239868164,.
where_neg_4,where,relative,core,negative,where,The search query consisted only of the word where.,0,8,12,8,0.8888888888888888,10, where,67.280029296875,0.08373910188674927,803.4481811523438,57.43697738647461,15.572702407836914,,4.456595420837402,0.23749157786369324,2.6251230239868164,.
that_pos_1,that,complementizer,core,positive,that,I realized that the second measurement was wrong.,0,7,12,2,0.25,9, that,59.018104553222656,0.0885227620601654,666.6997680664062,10.063458442687988,41.427696228027344,22.150217056274414,4.2715911865234375,0.2759805917739868,1.2874246835708618, the
that_pos_1,that,complementizer,core,positive,that,I realized that the second measurement was wrong.,0,8,12,2,0.25,9, that,62.001251220703125,0.075942762196064,816.4208374023438,25.566444396972656,52.55994415283203,37.91437911987305,4.2715911865234375,0.2759805917739868,1.2874246835708618, the
that_neg_1,that,complementizer,core,negative,that,I bought that book at the airport yesterday.,0,7,12,2,0.25,9, that,47.94747543334961,0.06376072019338608,751.9907836914062,26.82738494873047,46.91495132446289,42.08526611328125,6.160772800445557,0.07116156071424484,2.6428024768829346, book
that_neg_1,that,complementizer,core,negative,that,I bought that book at the airport yesterday.,0,8,12,2,0.25,9, that,44.880470275878906,0.04768095910549164,941.26611328125,33.63745880126953,52.98127365112305,50.94401168823242,6.160772800445557,0.07116156071424484,2.6428024768829346, book
that_pos_2,that,complementizer,core,positive,that,The results suggest that the effect is much smaller than expected.,0,7,12,3,0.2727272727272727,12, that,52.15550994873047,0.0860060304403305,606.4168701171875,30.034042358398438,43.607704162597656,40.09983825683594,5.232694625854492,0.3081951439380646,1.177022099494934, the
that_pos_2,that,complementizer,core,positive,that,The results suggest that the effect is much smaller than expected.,0,8,12,3,0.2727272727272727,12, that,57.33340072631836,0.07319563627243042,783.2898559570312,47.450252532958984,56.05306625366211,47.48435974121094,5.232694625854492,0.3081951439380646,1.177022099494934, the
that_neg_2,that,complementizer,core,negative,that,We moved that chair into the hallway.,0,7,12,2,0.2857142857142857,8, that,41.795101165771484,0.06142390891909599,680.43701171875,17.686235427856445,35.3599739074707,19.812044143676758,4.4667863845825195,0.13746991753578186,10.890600204467773, chair
that_neg_2,that,complementizer,core,negative,that,We moved that chair into the hallway.,0,8,12,2,0.2857142857142857,8, that,41.394107818603516,0.04958995804190636,834.7276000976562,35.49773025512695,35.79278564453125,31.016584396362305,4.4667863845825195,0.13746991753578186,10.890600204467773, chair
that_pos_3,that,complementizer,core,positive,that,She noticed that the final column was missing.,0,7,12,2,0.25,9, that,61.535438537597656,0.09258566796779633,664.6324462890625,34.3524169921875,48.20356750488281,34.46577453613281,4.009732723236084,0.3717437982559204,0.9895504117012024, the
that_pos_3,that,complementizer,core,positive,that,She noticed that the final column was missing.,0,8,12,2,0.25,9, that,64.40738677978516,0.07649487257003784,841.9830932617188,55.61404037475586,56.74286651611328,48.41596603393555,4.009732723236084,0.3717437982559204,0.9895504117012024, the
that_neg_3,that,complementizer,core,negative,that,Please hand me that folder on the desk.,0,7,12,3,0.375,9, that,47.40070724487305,0.07130441069602966,664.7654418945312,30.200864791870117,34.111820220947266,37.15736389160156,6.246607303619385,0.05325990915298462,6.3388214111328125, folder
that_neg_3,that,complementizer,core,negative,that,Please hand me that folder on the desk.,0,8,12,3,0.375,9, that,44.48866271972656,0.04596877843141556,967.8016967773438,35.47140121459961,38.47015380859375,45.97318649291992,6.246607303619385,0.05325990915298462,6.3388214111328125, folder
that_pos_4,that,complementizer,core,positive,that,They concluded that the error came from preprocessing.,0,7,12,2,0.25,9, that,49.78829574584961,0.07300270348787308,682.0061645507812,14.886237144470215,42.252628326416016,17.079191207885742,5.550184726715088,0.2598830759525299,1.3475234508514404, the
that_pos_4,that,complementizer,core,positive,that,They concluded that the error came from preprocessing.,0,8,12,2,0.25,9, that,51.9732780456543,0.0653521716594696,795.2800903320312,27.23617172241211,54.31490707397461,27.058998107910156,5.550184726715088,0.2598830759525299,1.3475234508514404, the
that_neg_4,that,complementizer,core,negative,that,I remember that building across the street.,0,7,12,2,0.2857142857142857,8, that,53.00201416015625,0.07758418470621109,683.1548461914062,27.909923553466797,6.478897571563721,29.960033416748047,4.167710304260254,0.2193896770477295,7.766905784606934, building
that_neg_4,that,complementizer,core,negative,that,I remember that building across the street.,0,8,12,2,0.2857142857142857,8, that,54.88180923461914,0.06736009567975998,814.7525634765625,44.450843811035156,13.833271980285645,44.898902893066406,4.167710304260254,0.2193896770477295,7.766905784606934, building
fact_pos_1,fact,in_fact,core,positive,fact,"In fact, the second model performed substantially better.",0,7,12,1,0.1111111111111111,10, fact,60.29758071899414,0.08502107113599777,709.20751953125,13.772330284118652,36.21993637084961,36.7653923034668,2.556020736694336,0.4337419867515564,2.2103054523468018,","
fact_pos_1,fact,in_fact,core,positive,fact,"In fact, the second model performed substantially better.",0,8,12,1,0.1111111111111111,10, fact,70.60687255859375,0.08213251084089279,859.6702270507812,-265.2569274902344,42.57036590576172,47.15994644165039,2.556020736694336,0.4337419867515564,2.2103054523468018,","
fact_neg_1,fact,in_fact,core,negative,fact,The fact surprised everyone in the room.,0,7,12,1,0.14285714285714285,8, fact,48.1484489440918,0.06390349566936493,753.4556274414062,25.340686798095703,23.56916046142578,46.5836181640625,0.13401943445205688,0.987846851348877,18.14504051208496, surprised
fact_neg_1,fact,in_fact,core,negative,fact,The fact surprised everyone in the room.,0,8,12,1,0.14285714285714285,8, fact,56.32619857788086,0.06628069281578064,849.8131103515625,-260.52349853515625,43.66924285888672,63.153594970703125,0.13401943445205688,0.987846851348877,18.14504051208496, surprised
fact_pos_2,fact,in_fact,core,positive,fact,"In fact, nobody had checked whether the file existed.",0,7,12,1,0.1,11, fact,60.29758071899414,0.08502107113599777,709.20751953125,13.772330284118652,36.21993637084961,47.50654983520508,2.556020736694336,0.4337419867515564,2.2103054523468018,","
fact_pos_2,fact,in_fact,core,positive,fact,"In fact, nobody had checked whether the file existed.",0,8,12,1,0.1,11, fact,70.60687255859375,0.08213251084089279,859.6702270507812,-265.2569274902344,42.57036590576172,63.64065170288086,2.556020736694336,0.4337419867515564,2.2103054523468018,","
fact_neg_2,fact,in_fact,core,negative,fact,That fact remained controversial for years.,0,7,12,1,0.16666666666666666,7, fact,59.84521484375,0.08015629649162292,746.6065673828125,40.30311584472656,32.82216262817383,28.649436950683594,4.795078754425049,0.20656247437000275,8.045902252197266, remained
fact_neg_2,fact,in_fact,core,negative,fact,That fact remained controversial for years.,0,8,12,1,0.16666666666666666,7, fact,68.83059692382812,0.08170834183692932,842.3937377929688,-258.3110046386719,47.49021911621094,37.928775787353516,4.795078754425049,0.20656247437000275,8.045902252197266, remained
fact_pos_3,fact,in_fact,core,positive,fact,"In fact, the effect grew after the intervention.",0,7,12,1,0.1111111111111111,10, fact,60.29758071899414,0.08502107113599777,709.20751953125,13.772330284118652,36.21993637084961,36.7653923034668,2.556020736694336,0.4337419867515564,2.2103054523468018,","
fact_pos_3,fact,in_fact,core,positive,fact,"In fact, the effect grew after the intervention.",0,8,12,1,0.1111111111111111,10, fact,70.60687255859375,0.08213251084089279,859.6702270507812,-265.2569274902344,42.57036590576172,47.15994644165039,2.556020736694336,0.4337419867515564,2.2103054523468018,","
fact_neg_3,fact,in_fact,core,negative,fact,The fact was mentioned briefly in the appendix.,0,7,12,1,0.125,9, fact,48.18048858642578,0.06394287943840027,753.49267578125,25.293237686157227,44.47693634033203,29.608684539794922,0.13368679583072662,0.9878921508789062,11.605932235717773, was
fact_neg_3,fact,in_fact,core,negative,fact,The fact was mentioned briefly in the appendix.,0,8,12,1,0.125,9, fact,56.3802604675293,0.06631644815206528,850.1700439453125,-260.55340576171875,56.61300277709961,42.96088790893555,0.13368679583072662,0.9878921508789062,11.605932235717773, was
fact_pos_4,fact,in_fact,core,positive,fact,"In fact, both experiments produced the same pattern.",0,7,12,1,0.1111111111111111,10, fact,60.29758071899414,0.08502107113599777,709.20751953125,13.772330284118652,36.21993637084961,46.843994140625,2.556020736694336,0.4337419867515564,2.2103054523468018,","
fact_pos_4,fact,in_fact,core,positive,fact,"In fact, both experiments produced the same pattern.",0,8,12,1,0.1111111111111111,10, fact,70.60687255859375,0.08213251084089279,859.6702270507812,-265.2569274902344,42.57036590576172,66.65426635742188,2.556020736694336,0.4337419867515564,2.2103054523468018,","
fact_neg_4,fact,in_fact,core,negative,fact,A single fact changed the entire investigation.,0,7,12,2,0.2857142857142857,8, fact,58.734989166259766,0.07982026785612106,735.8405151367188,44.84687423706055,28.135923385620117,38.68666076660156,4.848533630371094,0.08305902779102325,9.831954002380371, changed
fact_neg_4,fact,in_fact,core,negative,fact,A single fact changed the entire investigation.,0,8,12,2,0.2857142857142857,8, fact,67.92393493652344,0.08602595329284668,789.574951171875,67.1953125,45.87833023071289,58.20023727416992,4.848533630371094,0.08305902779102325,9.831954002380371, changed
point_pos_1,point,temporal_frame,core,positive,point,"At one point, I thought the entire analysis had failed.",0,7,12,2,0.18181818181818182,12, point,65.94763946533203,0.08365154266357422,788.361328125,41.31193542480469,45.87381362915039,39.59395217895508,1.2930023670196533,0.780949056148529,0.24724535644054413,","
point_pos_1,point,temporal_frame,core,positive,point,"At one point, I thought the entire analysis had failed.",0,8,12,2,0.18181818181818182,12, point,80.07421112060547,0.08359340578317642,957.9010620117188,61.60108947753906,57.92610549926758,59.68159103393555,1.2930023670196533,0.780949056148529,0.24724535644054413,","
point_neg_1,point,temporal_frame,core,negative,point,Mark each point on the graph with a small circle.,0,7,12,2,0.2,11, point,47.95730972290039,0.07104718685150146,675.0064697265625,27.588438034057617,44.34010314941406,38.60260772705078,4.36744499206543,0.0869411826133728,3.13002347946167, on
point_neg_1,point,temporal_frame,core,negative,point,Mark each point on the graph with a small circle.,0,8,12,2,0.2,11, point,53.58601379394531,0.06393121927976608,838.1822509765625,45.89591598510742,56.72703170776367,46.3027229309082,4.36744499206543,0.0869411826133728,3.13002347946167, on
point_pos_2,point,temporal_frame,core,positive,point,At one point the crowd became completely silent.,0,7,12,2,0.25,9, point,65.94763946533203,0.08365154266357422,788.361328125,41.31193542480469,58.26237869262695,48.788570404052734,1.2930023670196533,0.780949056148529,3.5597453117370605, the
point_pos_2,point,temporal_frame,core,positive,point,At one point the crowd became completely silent.,0,8,12,2,0.25,9, point,80.07421112060547,0.08359340578317642,957.9010620117188,61.60108947753906,70.48533630371094,49.694679260253906,1.2930023670196533,0.780949056148529,3.5597453117370605, the
point_neg_2,point,temporal_frame,core,negative,point,The red point is slightly above the horizontal line.,0,7,12,2,0.2222222222222222,10, point,47.19774627685547,0.06583646684885025,716.8936767578125,25.076000213623047,33.790611267089844,30.019153594970703,4.071297645568848,0.3412206470966339,1.0752259492874146, is
point_neg_2,point,temporal_frame,core,negative,point,The red point is slightly above the horizontal line.,0,8,12,2,0.2222222222222222,10, point,56.82854461669922,0.0683223083615303,831.7714233398438,38.41991424560547,51.777130126953125,49.82899856567383,4.071297645568848,0.3412206470966339,1.0752259492874146, is
point_pos_3,point,temporal_frame,core,positive,point,"At one point, the two trajectories briefly overlapped.",0,7,12,2,0.2,11, point,65.94763946533203,0.08365154266357422,788.361328125,41.31193542480469,45.87381362915039,42.566123962402344,1.2930023670196533,0.780949056148529,0.24724535644054413,","
point_pos_3,point,temporal_frame,core,positive,point,"At one point, the two trajectories briefly overlapped.",0,8,12,2,0.2,11, point,80.07421112060547,0.08359340578317642,957.9010620117188,61.60108947753906,57.92610549926758,56.56454086303711,1.2930023670196533,0.780949056148529,0.24724535644054413,","
point_neg_3,point,temporal_frame,core,negative,point,Move the point two units to the left.,0,7,12,2,0.25,9, point,52.224727630615234,0.07481939345598221,698.0105590820312,36.460594177246094,35.256378173828125,30.792951583862305,4.886356353759766,0.13035127520561218,7.818772315979004, two
point_neg_3,point,temporal_frame,core,negative,point,Move the point two units to the left.,0,8,12,2,0.25,9, point,60.754695892333984,0.07173416763544083,846.9422607421875,47.20222091674805,53.041603088378906,39.66349411010742,4.886356353759766,0.13035127520561218,7.818772315979004, two
point_pos_4,point,temporal_frame,core,positive,point,At one point we considered discarding the whole dataset.,0,7,12,2,0.2,11, point,65.94763946533203,0.08365154266357422,788.361328125,41.31193542480469,36.1474723815918,30.978639602661133,1.2930023670196533,0.780949056148529,4.1847453117370605, we
point_pos_4,point,temporal_frame,core,positive,point,At one point we considered discarding the whole dataset.,0,8,12,2,0.2,11, point,80.07421112060547,0.08359340578317642,957.9010620117188,61.60108947753906,48.394351959228516,43.555397033691406,1.2930023670196533,0.780949056148529,4.1847453117370605, we
point_neg_4,point,temporal_frame,core,negative,point,Each point represents a separate observation.,0,7,12,1,0.16666666666666666,7, point,46.52123260498047,0.06332778185606003,734.6101684570312,20.041305541992188,39.94432067871094,48.808494567871094,4.175448894500732,0.19234591722488403,4.7109599113464355, represents
point_neg_4,point,temporal_frame,core,negative,point,Each point represents a separate observation.,0,8,12,1,0.16666666666666666,7, point,56.38071060180664,0.07109036296606064,793.0851440429688,-263.8742370605469,58.13538360595703,63.686885833740234,4.175448894500732,0.19234591722488403,4.7109599113464355, represents
feel_pos_1,feel,predicative,core,positive,feel,The lighting makes the room feel much larger than it is.,0,7,12,5,0.45454545454545453,12, feel,60.38322067260742,0.08325830847024918,725.2515869140625,52.82038497924805,53.592445373535156,16.546518325805664,4.1428632736206055,0.16284102201461792,5.439980983734131, much
feel_pos_1,feel,predicative,core,positive,feel,The lighting makes the room feel much larger than it is.,0,8,12,5,0.45454545454545453,12, feel,76.47259521484375,0.07882862538099289,970.1119995117188,55.40717697143555,71.60625457763672,31.183286666870117,4.1428632736206055,0.16284102201461792,5.439980983734131, much
feel_neg_1,feel,predicative,core,negative,feel,I like the feel of the paper in this notebook.,0,7,12,3,0.3,11, feel,47.97935104370117,0.07158991694450378,670.1970825195312,39.786834716796875,39.18511962890625,44.436668395996094,2.730999708175659,0.5880971550941467,0.5308631658554077, of
feel_neg_1,feel,predicative,core,negative,feel,I like the feel of the paper in this notebook.,0,8,12,3,0.3,11, feel,64.84626770019531,0.07393532246351242,877.0675048828125,47.825103759765625,52.82951354980469,51.95530319213867,2.730999708175659,0.5880971550941467,0.5308631658554077, of
feel_pos_2,feel,predicative,core,positive,feel,A few details make the interface feel surprisingly polished.,0,7,12,6,0.6666666666666666,10, feel,62.10409164428711,0.08272925764322281,750.6907958984375,21.476350784301758,46.56523513793945,34.866153717041016,4.2781572341918945,0.18384887278079987,6.818641185760498, surprisingly
feel_pos_2,feel,predicative,core,positive,feel,A few details make the interface feel surprisingly polished.,0,8,12,6,0.6666666666666666,10, feel,81.68038177490234,0.08970773220062256,910.5166625976562,33.63894271850586,70.78836822509766,52.020015716552734,4.2781572341918945,0.18384887278079987,6.818641185760498, surprisingly
feel_neg_2,feel,predicative,core,negative,feel,The soft feel was the main reason she chose the fabric.,0,7,12,2,0.18181818181818182,12, feel,52.15426254272461,0.06921043246984482,753.5606689453125,24.55221939086914,42.644962310791016,34.889747619628906,2.168653726577759,0.6216623187065125,5.537858009338379, was
